cust_id,age,gender,marital_status,employment_status,income,number_of_dependants,residence_type,years_at_current_address,city,state,zipcode,loan_id,loan_purpose,loan_type,sanction_amount,loan_amount,processing_fee,gst,net_disbursement,loan_tenure_months,principal_outstanding,bank_balance_at_application,disbursal_date,installment_start_dt,default,number_of_open_accounts,number_of_closed_accounts,total_loan_months,delinquent_months,total_dpd,enquiry_count,credit_utilization_ratio
C38310,31,F,Married,Salaried,9556000,4,Rented,22,Bangalore,Karnataka,560001,L38310,Home,Secured,33518000,27664000,553280.0,4979520,22131200,38,5000000,3236676,2023-05-22,2023-06-10,True,3,0,48,0,0,8,88
C38311,31,F,Single,Salaried,737000,0,Mortgage,28,Kolkata,West Bengal,700001,L38311,Personal,Unsecured,675000,575000,11500.0,103500,460000,9,413999,296076,2023-05-22,2023-06-04,False,1,1,39,0,0,2,7
C38312,25,F,Single,Self-Employed,656000,0,Owned,11,Bangalore,Karnataka,560001,L38312,Personal,Unsecured,648000,595000,11900.0,107100,476000,23,314406,295533,2023-05-23,2023-06-15,False,4,1,172,0,0,6,61
C38313,49,M,Married,Self-Employed,9703000,3,Mortgage,29,Delhi,Delhi,110001,L38313,Personal,Unsecured,5000000,4065000,81300.0,731700,3252000,9,2926799,2512115,2023-05-23,2023-06-19,False,3,1,129,15,69,7,17
C38314,36,F,Married,Salaried,1283000,3,Owned,19,Mumbai,Maharashtra,400001,L38314,Home,Secured,4202000,3725000,74500.0,670500,2980000,26,578393,419483,2023-05-23,2023-06-12,False,2,0,56,17,109,2,48
C38315,35,F,Married,Self-Employed,3138000,2,Mortgage,5,Bangalore,Karnataka,560001,L38315,Personal,Unsecured,2804000,2603000,52060.0,468540,2082400,13,1604085,800590,2023-05-23,2023-06-17,False,1,1,9,0,0,2,65
C38316,28,M,Single,Salaried,2909000,1,Owned,4,Mumbai,Maharashtra,400001,L38316,Auto,Secured,4446000,3377000,67540.0,607860,2701600,34,1507849,946632,2023-05-23,2023-06-05,False,1,0,9,0,0,4,24
C38317,58,F,Single,Self-Employed,2534000,0,Rented,13,Bangalore,Karnataka,560001,L38317,Personal,Unsecured,1689000,1528000,30560.0,275040,1222400,16,1100159,1039377,2023-05-23,2023-06-05,True,1,0,55,24,115,1,92
C38318,30,M,Single,Salaried,132000,2,Rented,23,Ahmedabad,Gujarat,380001,L38318,Home,Secured,475000,439000,8780.0,79020,351200,39,54184,52172,2023-05-23,2023-06-22,False,1,0,13,0,0,4,76
C38319,40,M,Married,Salaried,1288000,4,Owned,9,Pune,Maharashtra,411001,L38319,Personal,Unsecured,1148000,990000,19800.0,178200,792000,17,712799,697661,2023-05-23,2023-05-24,False,3,0,96,11,66,3,87
C38320,42,M,Single,Self-Employed,1378000,2,Mortgage,19,Hyderabad,Telangana,500001,L38320,Auto,Secured,1732000,1345000,26900.0,242100,1076000,20,692719,595218,2023-05-23,2023-06-16,True,1,0,10,8,54,2,95
C38321,36,F,Married,Salaried,779000,4,Owned,4,Hyderabad,Telangana,500001,L38321,Home,Secured,2886000,2633000,52660.0,473940,2106400,37,337063,377172,2023-05-23,2023-06-15,False,1,1,43,5,25,3,50
C38322,33,F,Single,Salaried,756000,1,Owned,14,Kolkata,West Bengal,700001,L38322,Home,Secured,2720000,2036000,40720.0,366480,1628800,45,436550,227900,2023-05-23,2023-06-09,False,2,0,65,0,0,2,3
C38323,36,M,Married,Self-Employed,3178000,3,Mortgage,17,Chennai,Tamil Nadu,600001,L38323,Auto,Secured,4590000,4044000,80880.0,727920,3235200,26,1407766,890422,2023-05-23,2023-05-24,False,3,0,133,16,91,3,24
C38324,45,M,Married,Self-Employed,2093000,4,Mortgage,9,Chennai,Tamil Nadu,600001,L38324,Home,Secured,7179000,6246000,124920.0,1124280,4996800,46,1371971,559481,2023-05-23,2023-05-24,False,3,0,95,2,13,8,35
C38325,36,M,Single,Self-Employed,2495000,0,Mortgage,18,Lucknow,Uttar Pradesh,226001,L38325,Auto,Secured,3329000,2698000,53960.0,485640,2158400,34,1709407,827800,2023-05-23,2023-06-21,True,3,2,112,8,30,8,97
C38326,56,F,Single,Self-Employed,2430000,0,Owned,9,Jaipur,Rajasthan,302001,L38326,Personal,Unsecured,1562000,1213000,24260.0,218340,970400,9,873359,716537,2023-05-23,2023-06-19,False,2,1,88,1,7,3,0
C38327,32,F,Married,Self-Employed,2806000,2,Owned,1,Chennai,Tamil Nadu,600001,L38327,Education,Secured,5524000,4295000,85900.0,773100,3436000,33,1572485,1208568,2023-05-23,2023-06-13,False,3,1,122,11,76,8,88
C38328,47,F,Married,Self-Employed,3280000,4,Owned,11,Chennai,Tamil Nadu,600001,L38328,Personal,Unsecured,2532000,1834000,36680.0,330120,1467200,10,1320479,1067037,2023-05-23,2023-06-15,False,4,0,157,12,63,9,27
C38329,22,M,Married,Salaried,11097000,3,Owned,9,Jaipur,Rajasthan,302001,L38329,Home,Secured,45693000,33190000,663800.0,5974200,26552000,24,4837809,2807753,2023-05-23,2023-06-06,False,3,2,27,0,0,5,17
C38330,32,F,Married,Self-Employed,1765000,4,Owned,20,Mumbai,Maharashtra,400001,L38330,Education,Secured,2964000,2831000,56620.0,509580,2264800,52,839005,694979,2023-05-23,2023-05-30,False,4,2,114,0,0,8,47
C38331,31,M,Single,Salaried,434000,0,Owned,6,Ahmedabad,Gujarat,380001,L38331,Home,Secured,1589000,1246000,24920.0,224280,996800,31,234659,218038,2023-05-23,2023-06-17,False,1,1,48,4,16,1,96
C38332,28,M,Married,Salaried,1854000,3,Owned,25,Bangalore,Karnataka,560001,L38332,Personal,Unsecured,1776000,1551000,31020.0,279180,1240800,23,926131,748422,2023-05-23,2023-06-13,False,3,1,112,9,49,3,86
C38333,42,M,Married,Self-Employed,7970000,2,Rented,22,Delhi,Delhi,110001,L38333,Personal,Unsecured,5000000,4469000,89380.0,804420,3575200,20,3217679,3720038,2023-05-23,2023-05-28,False,3,0,65,0,0,8,86
C38334,38,M,Single,Self-Employed,2528000,2,Rented,19,Hyderabad,Telangana,500001,L38334,Auto,Secured,3465000,3044000,60880.0,547920,2435200,29,1458546,975369,2023-05-23,2023-06-18,False,2,1,76,0,0,5,93
C38335,18,M,Single,Self-Employed,1751000,0,Owned,9,Pune,Maharashtra,411001,L38335,Personal,Unsecured,1876000,1703000,34060.0,306540,1362400,16,781801,672866,2023-05-23,2023-06-21,False,2,1,59,0,0,5,97
C38336,59,F,Married,Self-Employed,702000,4,Mortgage,23,Kolkata,West Bengal,700001,L38336,Personal,Unsecured,533000,463000,9260.0,83340,370400,22,333359,404566,2023-05-23,2023-06-09,False,4,0,162,9,58,4,7
C38337,41,F,Married,Salaried,10411000,3,Rented,17,Ahmedabad,Gujarat,380001,L38337,Personal,Unsecured,5000000,4474000,89480.0,805320,3579200,7,3221279,3552655,2023-05-23,2023-06-08,False,2,1,80,0,0,7,33
C38338,40,M,Single,Salaried,8527000,0,Owned,21,Hyderabad,Telangana,500001,L38338,Home,Secured,26203000,24991000,499820.0,4498380,19992800,45,4486554,2804027,2023-05-23,2023-06-20,False,4,2,113,0,0,5,12
C38339,53,F,Single,Self-Employed,2710000,0,Owned,17,Chennai,Tamil Nadu,600001,L38339,Home,Secured,8067000,7867000,157340.0,1416060,6293600,37,2154017,785668,2023-05-24,2023-06-12,False,4,1,75,0,0,4,35
C38340,49,M,Married,Self-Employed,2991000,4,Rented,20,Lucknow,Uttar Pradesh,226001,L38340,Personal,Unsecured,2163000,2020000,40400.0,363600,1616000,8,1454399,1049039,2023-05-24,2023-06-17,False,1,1,5,0,0,3,28
C38341,37,F,Married,Self-Employed,8644000,2,Owned,23,Hyderabad,Telangana,500001,L38341,Auto,Secured,10000000,9969000,199380.0,1794420,7975200,17,5000000,2386941,2023-05-24,2023-06-13,False,2,2,51,12,76,2,35
C38342,20,F,Single,Salaried,595000,2,Owned,10,Kolkata,West Bengal,700001,L38342,Home,Secured,2471000,1800000,36000.0,324000,1440000,42,236967,223582,2023-05-24,2023-06-06,False,4,0,110,10,79,8,73
C38343,45,F,Married,Salaried,946000,5,Owned,26,Bangalore,Karnataka,560001,L38343,Education,Secured,1618000,1261000,25220.0,226980,1008800,13,656009,444865,2023-05-24,2023-06-09,False,4,1,89,0,0,6,67
C38344,30,M,Single,Self-Employed,1315000,2,Owned,19,Kolkata,West Bengal,700001,L38344,Personal,Unsecured,1190000,1032000,20640.0,185760,825600,14,743039,562054,2023-05-24,2023-06-01,False,2,2,18,0,0,5,4
C38345,52,M,Married,Self-Employed,1200000,3,Rented,1,Jaipur,Rajasthan,302001,L38345,Education,Secured,1722000,1629000,32580.0,293220,1303200,30,634322,367992,2023-05-24,2023-06-04,False,2,1,52,6,18,2,13
C38346,32,M,Single,Salaried,2695000,0,Rented,12,Kolkata,West Bengal,700001,L38346,Personal,Unsecured,2751000,2122000,42440.0,381960,1697600,23,1384254,1349059,2023-05-24,2023-06-10,False,2,1,47,5,24,2,51
C38347,35,F,Married,Salaried,669000,5,Rented,30,Hyderabad,Telangana,500001,L38347,Auto,Secured,952000,719000,14380.0,129420,575200,13,368758,269925,2023-05-24,2023-06-22,False,2,1,116,4,17,5,19
C38348,26,F,Single,Salaried,111000,0,Owned,16,Chennai,Tamil Nadu,600001,L38348,Home,Secured,459000,396000,7920.0,71280,316800,48,64882,49307,2023-05-24,2023-06-09,False,4,0,130,0,0,4,50
C38349,27,M,Single,Salaried,278000,0,Owned,9,Chennai,Tamil Nadu,600001,L38349,Personal,Unsecured,284000,279000,5580.0,50220,223200,23,162535,103445,2023-05-24,2023-06-20,False,4,2,85,12,60,4,19
C38350,38,M,Married,Self-Employed,2002000,2,Mortgage,18,Lucknow,Uttar Pradesh,226001,L38350,Education,Secured,3725000,3479000,69580.0,626220,2783200,47,1219671,801140,2023-05-24,2023-06-02,False,1,0,17,0,0,6,5
C38351,37,M,Married,Self-Employed,5305000,3,Owned,3,Hyderabad,Telangana,500001,L38351,Personal,Unsecured,4529000,3404000,68080.0,612720,2723200,18,2450879,1425403,2023-05-24,2023-06-04,False,1,2,57,0,0,5,17
C38352,35,F,Married,Self-Employed,923000,3,Rented,14,Hyderabad,Telangana,500001,L38352,Home,Secured,3332000,3056000,61120.0,550080,2444800,43,408610,241915,2023-05-24,2023-06-08,True,2,0,63,9,54,3,63
C38353,60,M,Married,Self-Employed,663000,3,Owned,2,Hyderabad,Telangana,500001,L38353,Home,Secured,1881000,1572000,31440.0,282960,1257600,25,534114,252273,2023-05-24,2023-06-05,False,2,1,68,0,0,5,62
C38354,46,M,Married,Self-Employed,1546000,3,Owned,17,Ahmedabad,Gujarat,380001,L38354,Home,Secured,5065000,4134000,82680.0,744120,3307200,25,811273,568163,2023-05-24,2023-06-03,False,1,1,43,0,0,3,51
C38355,40,M,Married,Self-Employed,1954000,3,Rented,30,Delhi,Delhi,110001,L38355,Auto,Secured,2376000,1856000,37120.0,334080,1484800,22,1006301,796086,2023-05-24,2023-06-18,False,1,1,24,11,78,2,68
C38356,18,M,Single,Self-Employed,660000,1,Owned,30,Bangalore,Karnataka,560001,L38356,Home,Secured,3076000,2469000,49380.0,444420,1975200,42,316253,134826,2023-05-24,2023-06-16,False,4,1,165,0,0,6,25
C38357,48,M,Single,Self-Employed,8365000,0,Owned,3,Lucknow,Uttar Pradesh,226001,L38357,Personal,Unsecured,5000000,4378000,87560.0,788040,3502400,13,3152159,2897711,2023-05-24,2023-05-27,False,3,1,47,0,0,3,27
C38358,69,F,Married,Self-Employed,1979000,2,Owned,21,Jaipur,Rajasthan,302001,L38358,Home,Secured,5269000,3810000,76200.0,685800,3048000,47,1135673,714220,2023-05-24,2023-06-18,False,1,0,44,7,33,4,23
C38359,38,M,Single,Self-Employed,2745000,0,Mortgage,11,Lucknow,Uttar Pradesh,226001,L38359,Personal,Unsecured,2225000,2040000,40800.0,367200,1632000,12,1468799,1013231,2023-05-24,2023-06-16,False,4,1,107,10,56,5,7
C38360,31,F,Single,Salaried,707000,0,Mortgage,20,Mumbai,Maharashtra,400001,L38360,Auto,Secured,1091000,986000,19720.0,177480,788800,32,394691,367223,2023-05-24,2023-06-11,False,1,0,19,2,16,1,7
C38361,41,F,Married,Self-Employed,312000,3,Mortgage,26,Ahmedabad,Gujarat,380001,L38361,Personal,Unsecured,238000,211000,4220.0,37980,168800,10,142087,83041,2023-05-24,2023-05-31,False,1,2,53,5,31,3,4
C38362,25,F,Single,Self-Employed,2201000,1,Rented,5,Chennai,Tamil Nadu,600001,L38362,Personal,Unsecured,2375000,1784000,35680.0,321120,1427200,9,1118989,819343,2023-05-24,2023-06-13,False,3,1,46,8,54,3,66
C38363,44,M,Married,Self-Employed,3964000,5,Owned,22,Lucknow,Uttar Pradesh,226001,L38363,Auto,Secured,4618000,4264000,85280.0,767520,3411200,12,2322297,2044692,2023-05-24,2023-06-03,True,4,2,133,23,140,7,94
C38364,55,F,Married,Self-Employed,3143000,3,Rented,20,Jaipur,Rajasthan,302001,L38364,Auto,Secured,3381000,2922000,58440.0,525960,2337600,15,1821022,936260,2023-05-24,2023-05-25,False,3,0,74,1,9,5,76
C38365,33,F,Married,Salaried,8043000,4,Mortgage,28,Delhi,Delhi,110001,L38365,Auto,Secured,10000000,8559000,171180.0,1540620,6847200,30,4037421,2402816,2023-05-24,2023-06-17,False,3,0,104,6,47,4,18
C38366,33,F,Single,Salaried,144000,1,Owned,21,Pune,Maharashtra,411001,L38366,Home,Secured,495000,392000,7840.0,70560,313600,47,73079,61757,2023-05-24,2023-06-14,False,4,2,92,2,16,6,46
C38367,39,M,Married,Salaried,3983000,2,Owned,9,Lucknow,Uttar Pradesh,226001,L38367,Personal,Unsecured,3631000,3526000,70520.0,634680,2820800,10,2360929,1363899,2023-05-25,2023-06-02,False,3,2,36,8,40,6,0
C38368,34,M,Married,Salaried,1767000,4,Mortgage,18,Lucknow,Uttar Pradesh,226001,L38368,Auto,Secured,2505000,2330000,46600.0,419400,1864000,35,772357,557793,2023-05-25,2023-06-22,False,1,1,16,2,11,5,22
C38369,24,M,Single,Self-Employed,1328000,0,Rented,31,Kolkata,West Bengal,700001,L38369,Home,Secured,5158000,3619000,72380.0,651420,2895200,42,761057,354369,2023-05-25,2023-06-11,False,4,2,125,9,62,5,4
C38370,36,M,Married,Self-Employed,1594000,4,Rented,21,Delhi,Delhi,110001,L38370,Personal,Unsecured,1350000,1053000,21060.0,189540,842400,10,758159,465900,2023-05-25,2023-06-01,False,1,2,20,4,18,5,57
C38371,34,F,Single,Salaried,190000,0,Rented,22,Kolkata,West Bengal,700001,L38371,Home,Secured,716000,540000,10800.0,97200,432000,37,110561,57903,2023-05-25,2023-06-19,False,1,0,51,0,0,6,17
C38372,53,M,Married,Self-Employed,3301000,4,Owned,31,Chennai,Tamil Nadu,600001,L38372,Auto,Secured,3764000,2778000,55560.0,500040,2222400,21,2000159,1311688,2023-05-25,2023-06-15,False,3,1,73,7,34,6,25
C38373,51,F,Married,Self-Employed,1974000,4,Mortgage,1,Delhi,Delhi,110001,L38373,Auto,Secured,2290000,2053000,41060.0,369540,1642400,27,1250808,805788,2023-05-25,2023-05-29,False,3,0,80,10,50,5,15
C38374,53,M,Married,Self-Employed,1424000,3,Owned,6,Chennai,Tamil Nadu,600001,L38374,Personal,Unsecured,1090000,997000,19940.0,179460,797600,13,717839,653162,2023-05-25,2023-06-08,False,2,2,56,12,76,7,76
C38375,48,M,Married,Salaried,9711000,3,Rented,23,Jaipur,Rajasthan,302001,L38375,Home,Secured,30179000,28021000,560420.0,5043780,22416800,27,4996350,2864231,2023-05-25,2023-06-19,False,3,0,104,1,4,7,13
C38376,42,F,Single,Salaried,786000,0,Owned,23,Chennai,Tamil Nadu,600001,L38376,Personal,Unsecured,607000,434000,8680.0,78120,347200,8,312479,485102,2023-05-25,2023-05-29,False,1,1,18,9,51,2,24
C38377,31,M,Single,Salaried,2242000,1,Mortgage,15,Jaipur,Rajasthan,302001,L38377,Home,Secured,9091000,6401000,128020.0,1152180,5120800,33,1262041,816026,2023-05-25,2023-06-19,True,1,2,23,21,97,1,91
C38378,53,M,Single,Self-Employed,3060000,1,Owned,26,Jaipur,Rajasthan,302001,L38378,Auto,Secured,3212000,2379000,47580.0,428220,1903200,24,1712879,1686345,2023-05-25,2023-06-13,False,4,1,102,10,50,6,19
C38379,43,F,Married,Self-Employed,2921000,3,Owned,5,Kolkata,West Bengal,700001,L38379,Home,Secured,8865000,8659000,173180.0,1558620,6927200,36,1852404,1040873,2023-05-25,2023-06-04,False,1,0,10,2,11,3,62
C38380,27,M,Married,Salaried,4586000,3,Owned,14,Delhi,Delhi,110001,L38380,Home,Secured,17661000,15932000,318640.0,2867760,12745600,28,2816554,1314683,2023-05-25,2023-06-14,False,3,2,29,0,0,3,79
C38381,30,F,Single,Self-Employed,1886000,0,Mortgage,6,Hyderabad,Telangana,500001,L38381,Auto,Secured,2795000,2180000,43600.0,392400,1744000,31,1176317,559938,2023-05-25,2023-06-19,False,4,1,198,1,10,7,53
C38382,27,F,Single,Salaried,8157000,1,Owned,21,Kolkata,West Bengal,700001,L38382,Auto,Secured,10000000,7173000,143460.0,1291140,5738400,16,3394083,1901457,2023-05-25,2023-05-27,False,2,0,56,2,16,7,11
C38383,19,M,Single,Self-Employed,1481000,2,Owned,8,Ahmedabad,Gujarat,380001,L38383,Personal,Unsecured,1506000,1070000,21400.0,192600,856000,23,553659,759989,2023-05-25,2023-06-09,False,2,2,60,18,115,2,43
C38384,43,M,Married,Self-Employed,3794000,2,Owned,5,Bangalore,Karnataka,560001,L38384,Auto,Secured,4488000,4051000,81020.0,729180,3240800,30,2482010,985354,2023-05-25,2023-05-26,False,3,0,105,0,0,5,31
C38385,27,M,Married,Self-Employed,1405000,5,Owned,14,Mumbai,Maharashtra,400001,L38385,Auto,Secured,1944000,1862000,37240.0,335160,1489600,30,733116,704352,2023-05-25,2023-06-10,False,1,2,42,0,0,2,17
C38386,32,M,Married,Self-Employed,8802000,2,Owned,30,Kolkata,West Bengal,700001,L38386,Auto,Secured,10000000,7459000,149180.0,1342620,5967200,18,5000000,3208411,2023-05-25,2023-05-31,False,4,1,153,3,21,7,51
C38387,40,M,Married,Self-Employed,938000,3,Mortgage,10,Pune,Maharashtra,411001,L38387,Home,Secured,3020000,2176000,43520.0,391680,1740800,43,620505,447301,2023-05-25,2023-06-24,False,2,1,96,24,162,3,36
C38388,38,M,Single,Self-Employed,890000,0,Mortgage,8,Pune,Maharashtra,411001,L38388,Home,Secured,3221000,3018000,60360.0,543240,2414400,37,484096,398809,2023-05-25,2023-06-02,True,2,2,58,12,62,5,95
C38389,32,M,Married,Self-Employed,2030000,3,Mortgage,20,Pune,Maharashtra,411001,L38389,Education,Secured,3997000,3753000,75060.0,675540,3002400,55,1103988,564645,2023-05-25,2023-06-02,True,1,2,14,8,46,2,57
C38390,55,M,Single,Self-Employed,1368000,2,Owned,18,Mumbai,Maharashtra,400001,L38390,Auto,Secured,1403000,1096000,21920.0,197280,876800,34,789119,487679,2023-05-25,2023-06-02,False,2,2,18,0,0,2,88
C38391,24,M,Married,Self-Employed,2393000,2,Rented,2,Jaipur,Rajasthan,302001,L38391,Personal,Unsecured,2241000,1601000,32020.0,288180,1280800,22,1080482,1280484,2023-05-25,2023-06-15,False,1,2,49,7,43,6,2
C38392,25,F,Single,Self-Employed,697000,0,Owned,29,Pune,Maharashtra,411001,L38392,Personal,Unsecured,758000,616000,12320.0,110880,492800,13,337883,191176,2023-05-25,2023-05-28,False,2,1,84,13,82,5,7
C38393,44,F,Married,Self-Employed,302000,2,Rented,24,Pune,Maharashtra,411001,L38393,Personal,Unsecured,224000,176000,3520.0,31680,140800,6,126719,144936,2023-05-25,2023-06-02,False,4,0,108,0,0,4,49
C38394,33,M,Married,Salaried,3263000,3,Owned,29,Lucknow,Uttar Pradesh,226001,L38394,Education,Secured,6077000,5395000,107900.0,971100,4316000,50,1975879,1379846,2023-05-26,2023-06-14,False,2,0,68,0,0,3,85
C38395,33,M,Married,Salaried,1991000,4,Owned,9,Bangalore,Karnataka,560001,L38395,Home,Secured,8051000,6333000,126660.0,1139940,5066400,47,1166810,752642,2023-05-26,2023-06-14,False,4,1,119,14,72,4,38
C38396,29,F,Married,Self-Employed,3240000,2,Owned,12,Jaipur,Rajasthan,302001,L38396,Personal,Unsecured,3237000,2752000,55040.0,495360,2201600,15,1353561,1077107,2023-05-26,2023-06-23,False,2,2,74,0,0,5,22
C38397,43,M,Married,Self-Employed,3183000,3,Owned,19,Ahmedabad,Gujarat,380001,L38397,Home,Secured,11205000,9353000,187060.0,1683540,7482400,38,1767952,1331763,2023-05-26,2023-06-12,False,4,2,74,0,0,9,56
C38398,42,M,Single,Self-Employed,1593000,0,Rented,29,Pune,Maharashtra,411001,L38398,Personal,Unsecured,1374000,1226000,24520.0,220680,980800,9,818871,642469,2023-05-26,2023-06-08,False,1,2,22,0,0,5,61
C38399,41,M,Married,Self-Employed,7935000,3,Rented,4,Bangalore,Karnataka,560001,L38399,Personal,Unsecured,5000000,3652000,73040.0,657360,2921600,22,2629439,3124974,2023-05-26,2023-06-12,False,3,1,60,0,0,4,95
C38400,34,F,Single,Self-Employed,330000,0,Owned,11,Mumbai,Maharashtra,400001,L38400,Home,Secured,1127000,1047000,20940.0,188460,837600,38,167309,90035,2023-05-26,2023-06-19,False,4,2,139,0,0,5,23
C38401,32,F,Married,Self-Employed,8919000,4,Mortgage,15,Ahmedabad,Gujarat,380001,L38401,Personal,Unsecured,5000000,4820000,96400.0,867600,3856000,10,3470399,4940269,2023-05-26,2023-06-25,False,4,2,135,0,0,4,48
C38402,38,M,Single,Self-Employed,9725000,1,Mortgage,14,Kolkata,West Bengal,700001,L38402,Home,Secured,33628000,29161000,583220.0,5248980,23328800,30,4593709,3698044,2023-05-26,2023-06-22,False,2,1,53,11,67,7,24
C38403,49,M,Married,Self-Employed,588000,3,Owned,17,Pune,Maharashtra,411001,L38403,Home,Secured,1901000,1438000,28760.0,258840,1150400,29,318875,254277,2023-05-26,2023-06-04,False,3,0,107,0,0,5,88
C38404,55,M,Single,Salaried,633000,0,Owned,6,Jaipur,Rajasthan,302001,L38404,Home,Secured,1825000,1518000,30360.0,273240,1214400,37,439444,185399,2023-05-26,2023-05-27,False,3,0,104,10,58,6,42
C38405,51,F,Married,Self-Employed,2639000,2,Owned,10,Bangalore,Karnataka,560001,L38405,Education,Secured,3745000,3144000,62880.0,565920,2515200,43,1464509,738883,2023-05-26,2023-06-17,False,4,0,67,0,0,8,28
C38406,45,M,Married,Self-Employed,906000,3,Owned,12,Delhi,Delhi,110001,L38406,Home,Secured,2870000,2715000,54300.0,488700,2172000,46,525582,213379,2023-05-26,2023-06-04,False,3,2,111,6,28,6,6
C38407,49,M,Single,Self-Employed,3078000,1,Mortgage,5,Lucknow,Uttar Pradesh,226001,L38407,Personal,Unsecured,2483000,2376000,47520.0,427680,1900800,19,1710719,1320179,2023-05-26,2023-06-10,False,2,1,24,0,0,2,52
C38408,28,F,Single,Salaried,263000,2,Rented,23,Mumbai,Maharashtra,400001,L38408,Education,Secured,520000,478000,9560.0,86040,382400,45,143505,125127,2023-05-26,2023-06-13,True,3,0,52,0,0,8,94
C38409,32,M,Single,Salaried,1664000,0,Owned,13,Ahmedabad,Gujarat,380001,L38409,Education,Secured,2927000,2914000,58280.0,524520,2331200,16,837504,750670,2023-05-26,2023-06-24,False,4,1,121,0,0,8,44
C38410,45,M,Single,Salaried,1066000,0,Mortgage,26,Pune,Maharashtra,411001,L38410,Education,Secured,1769000,1448000,28960.0,260640,1158400,44,708159,633146,2023-05-26,2023-06-03,False,1,1,58,0,0,2,58
C38411,38,F,Married,Salaried,3109000,3,Rented,11,Jaipur,Rajasthan,302001,L38411,Auto,Secured,4094000,3856000,77120.0,694080,3084800,19,1451433,1496795,2023-05-26,2023-06-13,False,1,1,44,24,163,2,21
C38412,43,F,Married,Self-Employed,2648000,3,Owned,9,Lucknow,Uttar Pradesh,226001,L38412,Personal,Unsecured,2056000,2035000,40700.0,366300,1628000,6,1465199,950432,2023-05-26,2023-05-31,False,1,0,25,0,0,1,43
C38413,49,F,Single,Self-Employed,741000,1,Owned,17,Kolkata,West Bengal,700001,L38413,Personal,Unsecured,604000,507000,10140.0,91260,405600,22,365039,334439,2023-05-26,2023-05-29,False,4,0,162,0,0,9,75
C38414,48,F,Married,Self-Employed,2270000,4,Owned,28,Kolkata,West Bengal,700001,L38414,Home,Secured,7640000,6409000,128180.0,1153620,5127200,37,1102879,596645,2023-05-26,2023-06-17,False,1,1,32,10,52,3,89
C38415,29,M,Married,Salaried,2138000,3,Owned,8,Kolkata,West Bengal,700001,L38415,Auto,Secured,3040000,2220000,44400.0,399600,1776000,33,973605,649855,2023-05-26,2023-06-11,False,3,2,49,0,0,6,33
C38416,40,M,Married,Salaried,2591000,3,Mortgage,31,Jaipur,Rajasthan,302001,L38416,Education,Secured,4139000,3127000,62540.0,562860,2501600,54,1548155,520526,2023-05-26,2023-06-08,False,3,2,119,0,0,3,10
C38417,30,M,Married,Salaried,640000,4,Mortgage,5,Delhi,Delhi,110001,L38417,Home,Secured,2613000,2415000,48300.0,434700,1932000,30,351976,218557,2023-05-26,2023-06-11,True,1,2,59,0,0,1,91
C38418,32,F,Married,Salaried,2416000,2,Owned,12,Bangalore,Karnataka,560001,L38418,Education,Secured,4356000,3896000,77920.0,701280,3116800,35,1325940,668761,2023-05-26,2023-05-29,False,3,1,42,0,0,5,16
C38419,22,F,Married,Self-Employed,3658000,5,Owned,16,Chennai,Tamil Nadu,600001,L38419,Home,Secured,15604000,13425000,268500.0,2416500,10740000,43,1648362,1389575,2023-05-26,2023-06-13,False,2,1,43,0,0,7,28
C38420,41,M,Married,Self-Employed,2257000,4,Owned,25,Delhi,Delhi,110001,L38420,Education,Secured,3949000,3704000,74080.0,666720,2963200,59,1487415,963091,2023-05-26,2023-06-13,False,4,0,144,12,59,8,33
C38421,22,F,Single,Self-Employed,3373000,0,Owned,28,Mumbai,Maharashtra,400001,L38421,Auto,Secured,4975000,3740000,74800.0,673200,2992000,32,1730064,1758706,2023-05-27,2023-06-13,False,1,2,7,0,0,2,21
C38422,43,F,Married,Salaried,129000,3,Rented,10,Lucknow,Uttar Pradesh,226001,L38422,Education,Secured,197000,194000,3880.0,34920,155200,27,61103,56870,2023-05-27,2023-05-28,False,1,1,36,3,16,6,75
C38423,53,F,Single,Self-Employed,1110000,1,Owned,22,Delhi,Delhi,110001,L38423,Personal,Unsecured,757000,648000,12960.0,116640,518400,22,466559,433602,2023-05-27,2023-06-22,False,3,2,85,4,26,8,77
C38424,45,M,Single,Self-Employed,1317000,0,Mortgage,5,Mumbai,Maharashtra,400001,L38424,Auto,Secured,1478000,1252000,25040.0,225360,1001600,31,792715,474709,2023-05-27,2023-05-28,False,3,0,38,0,0,4,46
C38425,40,M,Married,Self-Employed,3408000,3,Mortgage,10,Delhi,Delhi,110001,L38425,Education,Secured,5831000,5187000,103740.0,933660,4149600,18,1583291,1672464,2023-05-27,2023-05-28,False,2,0,91,5,28,6,13
C38426,55,F,Married,Self-Employed,3657000,3,Rented,9,Pune,Maharashtra,411001,L38426,Home,Secured,10775000,9288000,185760.0,1671840,7430400,31,2450969,1491504,2023-05-27,2023-06-10,False,2,1,61,0,0,4,56
C38427,43,M,Married,Self-Employed,1561000,3,Mortgage,14,Mumbai,Maharashtra,400001,L38427,Home,Secured,5423000,4618000,92360.0,831240,3694400,48,833137,558183,2023-05-27,2023-06-01,False,2,2,117,0,0,6,40
C38428,31,M,Married,Salaried,539000,4,Rented,19,Mumbai,Maharashtra,400001,L38428,Home,Secured,1956000,1711000,34220.0,307980,1368800,36,277121,326188,2023-05-27,2023-06-02,False,4,1,142,12,63,9,28
